eval_id,rfq_id,vendor_id,vendor_name,price_score,delivery_score,quality_score,relationship_score,composite_score,selected
EVAL-RFQ-0169-V021,RFQ-0169,V021,Helios Micro Systems,0.0,27.5,0.0,40.0,12.25,True
EVAL-RFQ-0170-V011,RFQ-0170,V011,Solaris Power Components,18.94,53.06,84.0,100.0,50.3,True
EVAL-RFQ-0170-V018,RFQ-0170,V018,Guangzhou Mech & Elec Co.,15.72,60.47,76.0,100.0,49.63,True
EVAL-RFQ-0170-V013,RFQ-0170,V013,Vantage Sensors GmbH,0.0,72.22,92.0,68.0,46.87,True
EVAL-RFQ-0170-V002,RFQ-0170,V002,Tanaka Electrical KK,3.24,50.0,85.0,54.0,38.7,True
EVAL-RFQ-0170-V021,RFQ-0170,V021,Helios Micro Systems,0.55,100.0,0.0,40.0,34.22,True
EVAL-RFQ-0171-V013,RFQ-0171,V013,Vantage Sensors GmbH,0.0,100.0,92.0,68.0,55.2,True
EVAL-RFQ-0171-V006,RFQ-0171,V006,Bright Spark Electronics Ltd,14.41,32.26,85.0,100.0,42.44,True
EVAL-RFQ-0171-V018,RFQ-0171,V018,Guangzhou Mech & Elec Co.,11.83,35.71,76.0,100.0,40.65,True
EVAL-RFQ-0171-V002,RFQ-0171,V002,Tanaka Electrical KK,1.82,41.67,85.0,54.0,35.63,True
EVAL-RFQ-0171-V021,RFQ-0171,V021,Helios Micro Systems,3.2,21.28,0.0,40.0,11.66,True
EVAL-RFQ-0172-V020,RFQ-0172,V020,Rajasthan Rare Earths Ltd,5.97,100.0,61.0,75.0,52.09,True
EVAL-RFQ-0172-V003,RFQ-0172,V003,Patel Alloys Pvt Ltd,8.64,79.31,73.0,82.0,50.05,True
EVAL-RFQ-0172-V008,RFQ-0172,V008,Delta Composites Inc.,9.33,60.53,93.0,75.0,47.99,True
EVAL-RFQ-0172-V005,RFQ-0172,V005,Cerro Negro Metals SA,13.19,60.53,63.0,100.0,46.03,True
EVAL-RFQ-0172-V015,RFQ-0172,V015,Nordic Steel AS,0.0,44.23,75.0,82.0,36.47,True
EVAL-RFQ-0172-V023,RFQ-0172,V023,Sahara Industrial FZE,11.52,45.1,0.0,40.0,22.14,False
EVAL-RFQ-0173-V012,RFQ-0173,V012,Indra Copper Works,6.65,76.19,84.0,54.0,47.72,True
EVAL-RFQ-0173-V015,RFQ-0173,V015,Nordic Steel AS,0.0,61.54,75.0,82.0,41.66,True
EVAL-RFQ-0173-V020,RFQ-0173,V020,Rajasthan Rare Earths Ltd,5.4,64.0,61.0,75.0,41.06,True
EVAL-RFQ-0173-V023,RFQ-0173,V023,Sahara Industrial FZE,13.79,100.0,0.0,40.0,39.52,True
EVAL-RFQ-0173-V003,RFQ-0173,V003,Patel Alloys Pvt Ltd,7.28,36.36,73.0,82.0,36.62,True
EVAL-RFQ-0173-V005,RFQ-0173,V005,Cerro Negro Metals SA,11.13,29.09,63.0,100.0,35.78,False
EVAL-RFQ-0174-V010,RFQ-0174,V010,Adriatic Fastenings d.o.o.,14.38,100.0,83.0,68.0,59.15,True
EVAL-RFQ-0174-V019,RFQ-0174,V019,Emerald Isle Castings Ltd,0.0,50.0,80.0,100.0,41.0,True
EVAL-RFQ-0174-V001,RFQ-0174,V001,Kovacs Precision GmbH,5.75,22.73,88.0,100.0,36.72,True
EVAL-RFQ-0174-V009,RFQ-0174,V009,Fischer & Söhne KG,4.09,22.22,82.0,100.0,34.7,True
EVAL-RFQ-0174-V007,RFQ-0174,V007,Nakamura Tooling Co.,4.64,37.04,68.0,75.0,34.07,True
EVAL-RFQ-0174-V022,RFQ-0174,V022,Andean Precision SRL,16.72,66.67,0.0,40.0,30.69,False
EVAL-RFQ-0174-V024,RFQ-0174,V024,BalticTech UAB,8.88,18.18,0.0,40.0,13.01,False
EVAL-RFQ-0175-V006,RFQ-0175,V006,Bright Spark Electronics Ltd,0.0,100.0,85.0,100.0,57.0,True
EVAL-RFQ-0175-V018,RFQ-0175,V018,Guangzhou Mech & Elec Co.,21.17,59.38,76.0,100.0,51.48,True
EVAL-RFQ-0175-V013,RFQ-0175,V013,Vantage Sensors GmbH,9.64,63.33,92.0,68.0,48.06,True
EVAL-RFQ-0175-V021,RFQ-0175,V021,Helios Micro Systems,11.73,54.29,0.0,40.0,24.98,True
EVAL-RFQ-0176-V009,RFQ-0176,V009,Fischer & Söhne KG,5.91,100.0,82.0,100.0,58.76,True
EVAL-RFQ-0176-V004,RFQ-0176,V004,Strömberg Hydraulics AB,4.2,62.5,71.0,89.0,43.53,True
EVAL-RFQ-0176-V010,RFQ-0176,V010,Adriatic Fastenings d.o.o.,11.35,50.0,83.0,68.0,42.94,True
EVAL-RFQ-0176-V017,RFQ-0176,V017,Türk Makina A.Ş.,11.13,25.64,68.0,75.0,33.24,True
EVAL-RFQ-0176-V019,RFQ-0176,V019,Emerald Isle Castings Ltd,0.0,18.87,80.0,100.0,31.66,True
EVAL-RFQ-0176-V007,RFQ-0176,V007,Nakamura Tooling Co.,0.79,33.33,68.0,75.0,31.42,False
EVAL-RFQ-0176-V024,RFQ-0176,V024,BalticTech UAB,0.86,21.74,0.0,40.0,10.87,False
EVAL-RFQ-0177-V018,RFQ-0177,V018,Guangzhou Mech & Elec Co.,17.21,100.0,76.0,100.0,62.08,True
EVAL-RFQ-0177-V006,RFQ-0177,V006,Bright Spark Electronics Ltd,0.0,92.86,85.0,100.0,54.86,True
EVAL-RFQ-0177-V002,RFQ-0177,V002,Tanaka Electrical KK,5.47,86.67,85.0,54.0,50.59,True
EVAL-RFQ-0177-V016,RFQ-0177,V016,Precision Arc Systems,13.13,52.0,82.0,100.0,47.25,True
EVAL-RFQ-0177-V021,RFQ-0177,V021,Helios Micro Systems,8.61,52.0,0.0,40.0,23.04,True
EVAL-RFQ-0178-V008,RFQ-0178,V008,Delta Composites Inc.,8.13,90.91,93.0,75.0,56.62,True
EVAL-RFQ-0178-V003,RFQ-0178,V003,Patel Alloys Pvt Ltd,0.0,100.0,73.0,82.0,52.8,True
EVAL-RFQ-0178-V005,RFQ-0178,V005,Cerro Negro Metals SA,11.92,52.63,63.0,100.0,43.16,True
EVAL-RFQ-0178-V015,RFQ-0178,V015,Nordic Steel AS,4.34,58.82,75.0,82.0,42.58,True
EVAL-RFQ-0178-V020,RFQ-0178,V020,Rajasthan Rare Earths Ltd,6.78,50.0,61.0,75.0,37.41,True
EVAL-RFQ-0178-V012,RFQ-0178,V012,Indra Copper Works,1.08,45.45,84.0,54.0,36.27,False
EVAL-RFQ-0178-V014,RFQ-0178,V014,Coastal Alloys Pty Ltd,2.17,38.46,65.0,100.0,35.41,False
EVAL-RFQ-0179-V016,RFQ-0179,V016,Precision Arc Systems,23.78,100.0,82.0,100.0,65.91,True
EVAL-RFQ-0179-V006,RFQ-0179,V006,Bright Spark Electronics Ltd,0.0,92.31,85.0,100.0,54.69,True
EVAL-RFQ-0179-V018,RFQ-0179,V018,Guangzhou Mech & Elec Co.,18.13,61.54,76.0,100.0,50.91,True
EVAL-RFQ-0179-V002,RFQ-0179,V002,Tanaka Electrical KK,9.4,77.42,85.0,54.0,49.39,True
EVAL-RFQ-0179-V021,RFQ-0179,V021,Helios Micro Systems,6.69,88.89,0.0,40.0,33.34,True
EVAL-RFQ-0180-V019,RFQ-0180,V019,Emerald Isle Castings Ltd,0.05,100.0,80.0,100.0,56.02,True
EVAL-RFQ-0180-V004,RFQ-0180,V004,Strömberg Hydraulics AB,3.3,60.0,71.0,89.0,42.42,True
EVAL-RFQ-0180-V017,RFQ-0180,V017,Türk Makina A.Ş.,12.04,34.29,68.0,75.0,36.2,True
EVAL-RFQ-0180-V009,RFQ-0180,V009,Fischer & Söhne KG,0.0,31.58,82.0,100.0,35.87,True
EVAL-RFQ-0180-V010,RFQ-0180,V010,Adriatic Fastenings d.o.o.,13.73,23.08,83.0,68.0,35.81,True
EVAL-RFQ-0180-V022,RFQ-0180,V022,Andean Precision SRL,5.5,70.59,0.0,40.0,27.38,False
EVAL-RFQ-0180-V024,RFQ-0180,V024,BalticTech UAB,4.41,22.22,0.0,40.0,12.43,False
EVAL-RFQ-0181-V021,RFQ-0181,V021,Helios Micro Systems,9.77,100.0,0.0,40.0,37.91,True
EVAL-RFQ-0181-V011,RFQ-0181,V011,Solaris Power Components,0.0,34.48,84.0,100.0,37.14,True
EVAL-RFQ-0181-V016,RFQ-0181,V016,Precision Arc Systems,4.22,20.0,82.0,100.0,34.09,True
EVAL-RFQ-0182-V004,RFQ-0182,V004,Strömberg Hydraulics AB,4.4,100.0,71.0,89.0,54.86,True
EVAL-RFQ-0182-V001,RFQ-0182,V001,Kovacs Precision GmbH,0.59,52.17,88.0,100.0,43.49,True
EVAL-RFQ-0182-V009,RFQ-0182,V009,Fischer & Söhne KG,8.62,33.33,82.0,100.0,39.85,True
EVAL-RFQ-0182-V010,RFQ-0182,V010,Adriatic Fastenings d.o.o.,13.98,28.57,83.0,68.0,37.56,True
EVAL-RFQ-0182-V019,RFQ-0182,V019,Emerald Isle Castings Ltd,0.0,28.57,80.0,100.0,34.57,True
EVAL-RFQ-0182-V017,RFQ-0182,V017,Türk Makina A.Ş.,12.6,23.53,68.0,75.0,33.2,False
EVAL-RFQ-0182-V022,RFQ-0182,V022,Andean Precision SRL,14.91,42.86,0.0,40.0,22.82,False
EVAL-RFQ-0182-V024,RFQ-0182,V024,BalticTech UAB,4.25,31.58,0.0,40.0,15.18,False
EVAL-RFQ-0183-V018,RFQ-0183,V018,Guangzhou Mech & Elec Co.,13.07,100.0,76.0,100.0,60.43,True
EVAL-RFQ-0183-V013,RFQ-0183,V013,Vantage Sensors GmbH,0.44,90.91,92.0,68.0,52.65,True
EVAL-RFQ-0183-V006,RFQ-0183,V006,Bright Spark Electronics Ltd,0.94,38.46,85.0,100.0,38.91,True
EVAL-RFQ-0183-V016,RFQ-0183,V016,Precision Arc Systems,9.22,23.26,82.0,100.0,37.06,True
EVAL-RFQ-0183-V002,RFQ-0183,V002,Tanaka Electrical KK,0.0,30.3,85.0,54.0,31.49,True
EVAL-RFQ-0183-V021,RFQ-0183,V021,Helios Micro Systems,4.42,18.52,0.0,40.0,11.32,False
EVAL-RFQ-0184-V015,RFQ-0184,V015,Nordic Steel AS,6.73,100.0,75.0,82.0,55.89,True
EVAL-RFQ-0184-V012,RFQ-0184,V012,Indra Copper Works,0.0,69.05,84.0,54.0,42.91,True
EVAL-RFQ-0184-V014,RFQ-0184,V014,Coastal Alloys Pty Ltd,1.64,60.42,65.0,100.0,41.78,True
