wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0215-I04,WO-2024-0215,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,11,pcs,1564.06,2025-07-01,Electrical Components
WO-2024-0216-I01,WO-2024-0216,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,16,kg,4.06,2025-06-24,Raw Materials
WO-2024-0216-I02,WO-2024-0216,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,6,kg,3.54,2025-06-14,Mechanical Parts
WO-2024-0216-I03,WO-2024-0216,RAW-4403,Copper Busbar 40×4mm,Raw Materials,42,m,21.41,2025-06-18,Raw Materials
WO-2024-0216-I04,WO-2024-0216,RAW-4405,HDPE Rod 50mm dia,Raw Materials,43,m,14.7,2025-06-13,Raw Materials
WO-2024-0216-I05,WO-2024-0216,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,36,pcs,1695.88,2025-06-19,Electrical Components
WO-2024-0217-I01,WO-2024-0217,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,19.04,2025-07-01,Raw Materials
WO-2024-0217-I02,WO-2024-0217,RAW-4405,HDPE Rod 50mm dia,Raw Materials,49,m,13.97,2025-06-27,Raw Materials
WO-2024-0217-I03,WO-2024-0217,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,93,pcs,256.17,2025-07-05,Mechanical Parts
WO-2024-0217-I04,WO-2024-0217,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,47,pcs,25.97,2025-07-04,Mechanical Parts
WO-2024-0217-I05,WO-2024-0217,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,388.81,2025-07-02,Mechanical Parts
WO-2024-0217-I06,WO-2024-0217,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,99,pcs,99.94,2025-07-08,Electrical Components
WO-2024-0218-I01,WO-2024-0218,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,10,pcs,382.93,2025-07-29,Mechanical Parts
WO-2024-0218-I02,WO-2024-0218,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,119,pcs,38.55,2025-08-06,Mechanical Parts
WO-2024-0218-I03,WO-2024-0218,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,57,kg,3.55,2025-07-31,Raw Materials
WO-2024-0218-I04,WO-2024-0218,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,52,kg,3.98,2025-08-06,Mechanical Parts
WO-2024-0218-I05,WO-2024-0218,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,134.89,2025-08-02,Mechanical Parts
WO-2024-0219-I01,WO-2024-0219,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,12,pcs,105.03,2025-08-14,Electrical Components
WO-2024-0219-I02,WO-2024-0219,RAW-4405,HDPE Rod 50mm dia,Raw Materials,21,m,12.96,2025-08-10,Raw Materials
WO-2024-0220-I01,WO-2024-0220,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,14,pcs,1816.52,2025-07-14,Electrical Components
WO-2024-0220-I02,WO-2024-0220,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,22,pcs,20.39,2025-07-12,Electrical Components
WO-2024-0220-I03,WO-2024-0220,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,3.18,2025-07-11,Mechanical Parts
WO-2024-0220-I04,WO-2024-0220,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,18,pcs,198.35,2025-07-14,Mechanical Parts
WO-2024-0221-I01,WO-2024-0221,RAW-4403,Copper Busbar 40×4mm,Raw Materials,64,m,19.65,2025-08-02,Raw Materials
WO-2024-0221-I02,WO-2024-0221,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,20,pcs,216.09,2025-07-29,Mechanical Parts
WO-2024-0221-I03,WO-2024-0221,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,108,pcs,19.87,2025-07-31,Electrical Components
WO-2024-0221-I04,WO-2024-0221,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,110,kg,4.21,2025-08-04,Mechanical Parts
WO-2024-0222-I01,WO-2024-0222,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,50,pcs,160.9,2025-08-18,Mechanical Parts
WO-2024-0222-I02,WO-2024-0222,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,11,kg,3.18,2025-08-25,Raw Materials
WO-2024-0222-I03,WO-2024-0222,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,38,pcs,246.43,2025-08-24,Mechanical Parts
WO-2024-0223-I01,WO-2024-0223,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,107,kg,3.65,2025-08-03,Raw Materials
WO-2024-0223-I02,WO-2024-0223,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,20,pcs,344.59,2025-08-04,Electrical Components
WO-2024-0223-I03,WO-2024-0223,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,111,pcs,224.46,2025-08-10,Mechanical Parts
WO-2024-0223-I04,WO-2024-0223,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,33,pcs,133.87,2025-08-11,Mechanical Parts
WO-2024-0223-I05,WO-2024-0223,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,110,pcs,15.2,2025-08-12,Electrical Components
WO-2024-0223-I06,WO-2024-0223,RAW-4405,HDPE Rod 50mm dia,Raw Materials,92,m,15.25,2025-08-05,Raw Materials
WO-2024-0224-I01,WO-2024-0224,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,30,pcs,406.21,2025-08-12,Mechanical Parts
WO-2024-0224-I02,WO-2024-0224,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,61,pcs,154.46,2025-08-10,Mechanical Parts
WO-2024-0225-I01,WO-2024-0225,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,11,pcs,378.86,2025-07-07,Mechanical Parts
WO-2024-0225-I02,WO-2024-0225,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,78,pcs,15.82,2025-07-09,Electrical Components
