so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0213-L04,SO-2024-0213,4,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,78,pcs,406.96,31742.88
SO-2024-0213-L05,SO-2024-0213,5,RAW-4405,HDPE Rod 50mm dia,Raw Materials,19,m,13.37,254.03
SO-2024-0214-L01,SO-2024-0214,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,54,pcs,416.81,22507.74
SO-2024-0214-L02,SO-2024-0214,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,27,pcs,21.45,579.15
SO-2024-0214-L03,SO-2024-0214,3,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,114,pcs,1660.61,189309.54
SO-2024-0215-L01,SO-2024-0215,1,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,39,pcs,251.3,9800.7
SO-2024-0215-L02,SO-2024-0215,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,78,pcs,98.07,7649.46
SO-2024-0215-L03,SO-2024-0215,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,69,kg,3.51,242.19
SO-2024-0215-L04,SO-2024-0215,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,11,pcs,1703.8,18741.8
SO-2024-0216-L01,SO-2024-0216,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,16,kg,4.41,70.56
SO-2024-0216-L02,SO-2024-0216,2,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,6,kg,3.79,22.74
SO-2024-0216-L03,SO-2024-0216,3,RAW-4403,Copper Busbar 40×4mm,Raw Materials,42,m,22.51,945.42
SO-2024-0216-L04,SO-2024-0216,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,43,m,16.44,706.92
SO-2024-0216-L05,SO-2024-0216,5,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,36,pcs,1789.18,64410.48
SO-2024-0217-L01,SO-2024-0217,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,8,m,19.86,158.88
SO-2024-0217-L02,SO-2024-0217,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,49,m,15.82,775.18
SO-2024-0217-L03,SO-2024-0217,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,93,pcs,253.86,23608.98
SO-2024-0217-L04,SO-2024-0217,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,47,pcs,28.02,1316.94
SO-2024-0217-L05,SO-2024-0217,5,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,89,pcs,395.05,35159.45
SO-2024-0217-L06,SO-2024-0217,6,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,99,pcs,107.63,10655.37
SO-2024-0218-L01,SO-2024-0218,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,10,pcs,416.85,4168.5
SO-2024-0218-L02,SO-2024-0218,2,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,119,pcs,39.84,4740.96
SO-2024-0218-L03,SO-2024-0218,3,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,57,kg,3.53,201.21
SO-2024-0218-L04,SO-2024-0218,4,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,52,kg,3.93,204.36
SO-2024-0218-L05,SO-2024-0218,5,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,100,pcs,147.97,14797.0
SO-2024-0219-L01,SO-2024-0219,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,12,pcs,110.22,1322.64
SO-2024-0219-L02,SO-2024-0219,2,RAW-4405,HDPE Rod 50mm dia,Raw Materials,21,m,13.42,281.82
SO-2024-0220-L01,SO-2024-0220,1,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,14,pcs,1933.07,27062.98
SO-2024-0220-L02,SO-2024-0220,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,22,pcs,20.24,445.28
SO-2024-0220-L03,SO-2024-0220,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,79,kg,3.37,266.23
SO-2024-0220-L04,SO-2024-0220,4,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,18,pcs,218.22,3927.96
SO-2024-0221-L01,SO-2024-0221,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,64,m,20.12,1287.68
SO-2024-0221-L02,SO-2024-0221,2,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,20,pcs,214.52,4290.4
SO-2024-0221-L03,SO-2024-0221,3,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,108,pcs,19.49,2104.92
SO-2024-0221-L04,SO-2024-0221,4,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,110,kg,4.33,476.3
SO-2024-0222-L01,SO-2024-0222,1,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,50,pcs,158.87,7943.5
SO-2024-0222-L02,SO-2024-0222,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,11,kg,3.51,38.61
SO-2024-0222-L03,SO-2024-0222,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,38,pcs,251.0,9538.0
SO-2024-0223-L01,SO-2024-0223,1,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,107,kg,3.61,386.27
SO-2024-0223-L02,SO-2024-0223,2,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,20,pcs,340.96,6819.2
SO-2024-0223-L03,SO-2024-0223,3,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,111,pcs,249.05,27644.55
SO-2024-0223-L04,SO-2024-0223,4,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,33,pcs,149.58,4936.14
SO-2024-0223-L05,SO-2024-0223,5,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,110,pcs,17.2,1892.0
SO-2024-0223-L06,SO-2024-0223,6,RAW-4405,HDPE Rod 50mm dia,Raw Materials,92,m,15.78,1451.76
SO-2024-0224-L01,SO-2024-0224,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,30,pcs,416.1,12483.0
SO-2024-0224-L02,SO-2024-0224,2,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,61,pcs,173.33,10573.13
SO-2024-0225-L01,SO-2024-0225,1,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,11,pcs,386.72,4253.92
SO-2024-0225-L02,SO-2024-0225,2,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,78,pcs,17.47,1362.66
